XMin,YMin,XMax,YMax,Conf,LabelName,ImageID
2.00850248336792,0.0,450.0,433.5074462890625,0.021005189046263695,pothole,989.jpg
198.29144287109375,198.82510375976562,475.7326965332031,343.9396057128906,0.8629662990570068,pothole,1075.jpg
142.53082275390625,545.4512329101562,719.4869384765625,720.0,0.698907732963562,pothole,1075.jpg
154.90090942382812,540.410400390625,356.020263671875,711.5905151367188,0.3216264247894287,pothole,1075.jpg
0.0,657.4495849609375,206.93968200683594,719.9859619140625,0.22759674489498138,pothole,1075.jpg
1.3576655387878418,417.8858642578125,123.12259674072266,467.5190124511719,0.1216193214058876,pothole,1075.jpg
1.3503313064575195,354.8636474609375,153.9512481689453,472.200927734375,0.06039071083068848,pothole,1075.jpg
21.243146896362305,531.9390258789062,392.86883544921875,720.0,0.031144751235842705,pothole,1075.jpg
59.83539962768555,358.63458251953125,143.28578186035156,413.6871337890625,0.011852400377392769,pothole,1075.jpg
517.6197509765625,558.982177734375,718.96533203125,702.3466186523438,0.01079365611076355,pothole,1075.jpg
173.20147705078125,156.96324157714844,368.40899658203125,288.8694763183594,0.19531245529651642,pothole,1093.jpg
0.0,0.0,450.0,294.5307922363281,0.021927382797002792,pothole,1093.jpg
27.980546951293945,145.40573120117188,370.5088806152344,308.562255859375,0.015879424288868904,pothole,1093.jpg
0.0,148.88165283203125,450.0,450.0,0.012272773310542107,pothole,1093.jpg
202.48184204101562,255.00782775878906,449.2397155761719,447.9580078125,0.01186985895037651,pothole,1093.jpg
216.67584228515625,144.44247436523438,1267.87841796875,741.66845703125,0.6217060089111328,pothole,727.jpg
258.5395202636719,110.07037353515625,1810.506591796875,880.8546752929688,0.35439246892929077,pothole,727.jpg
650.0205078125,250.19418334960938,1261.7218017578125,660.199951171875,0.13392233848571777,pothole,727.jpg
20.834346771240234,7.261849403381348,328.2970886230469,120.62079620361328,0.8574867844581604,pothole,1116.jpg
17.479354858398438,3.9220216274261475,330.0,238.0,0.25885000824928284,pothole,1116.jpg
150.64105224609375,81.48698425292969,319.31060791015625,144.34632873535156,0.8217514157295227,pothole,1043.jpg
281.686279296875,51.92420196533203,409.11798095703125,101.70587158203125,0.694370687007904,pothole,1043.jpg
4.238214015960693,84.48219299316406,108.03462982177734,130.68467712402344,0.6108525395393372,pothole,1043.jpg
